Date,GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa),ET10(C),Rad(MJ/m2),SoilM(%)
2000-11-28,275,14.0,318,8.8,13.9,18.9,10.2,7.6,12.9,16.5,14.66,18.6
2000-11-29,247,14.3,337,2.0,13.2,18.1,8.9,5.6,11.6,16.3,25.93,21.5
2000-11-30,226,12.7,417,0.0,16.0,21.2,10.3,6.1,13.3,19.0,31.3,19.6
2000-12-01,237,11.8,388,0.0,14.9,19.0,10.9,7.5,12.2,19.2,29.23,18.4
2000-12-02,180,9.5,231,0.0,15.0,22.1,7.2,4.9,13.2,20.6,28.33,17.2
2000-12-03,263,11.5,287,0.0,17.5,22.8,11.3,9.2,15.1,20.8,19.0,16.0
2000-12-04,81,12.1,239,16.0,16.2,18.0,14.7,13.9,17.3,18.3,8.39,19.0
2000-12-05,64,12.3,504,4.2,16.4,18.6,15.3,15.4,16.4,17.4,12.5,24.6
2000-12-06,85,11.6,421,6.0,16.5,19.7,15.2,14.2,16.5,18.0,19.7,26.7
2000-12-07,56,9.0,257,0.0,17.1,20.8,13.0,10.0,16.4,20.0,25.07,26.0
2000-12-08,211,9.2,222,0.0,17.1,24.1,11.1,8.9,14.8,21.3,25.53,23.6
2000-12-09,56,8.9,231,0.0,16.6,22.8,9.3,6.1,14.2,21.8,32.5,21.6
2000-12-10,48,14.8,492,6.8,17.4,20.0,15.7,14.0,16.3,19.6,17.37,20.2
2000-12-11,52,11.2,349,13.0,17.5,20.5,14.9,12.6,16.9,19.3,16.9,28.2
2000-12-12,276,15.4,347,1.8,15.8,20.5,12.2,9.2,14.7,18.6,24.59,29.8
2000-12-13,88,8.1,248,0.0,17.6,23.4,11.8,9.5,15.5,20.5,27.97,27.8
2000-12-14,46,10.1,307,0.0,17.8,22.0,12.5,10.5,16.3,22.0,31.17,25.1
2000-12-15,71,10.0,328,0.0,18.3,21.5,14.4,11.6,15.6,22.2,25.36,22.4
2000-12-16,87,9.7,249,0.0,16.8,22.1,10.6,8.1,15.5,22.2,29.21,20.5
2000-12-17,38,6.7,182,0.0,17.3,22.0,12.0,8.6,14.6,23.2,28.11,18.9
2000-12-18,52,9.2,264,0.0,17.5,22.0,12.2,9.1,14.5,23.1,30.8,17.4
2000-12-19,50,10.9,386,0.0,17.9,21.6,12.8,10.4,15.1,21.2,20.98,15.7
2000-12-20,92,9.0,294,10.8,18.4,20.9,16.4,16.1,19.9,20.3,10.97,17.0
2000-12-21,230,14.5,408,0.0,19.1,22.7,16.4,14.7,17.5,21.9,26.0,18.0
2000-12-22,201,16.0,511,0.0,17.1,20.8,12.9,9.5,12.2,20.2,25.83,16.5
2000-12-23,256,13.5,418,0.0,16.8,21.3,11.9,9.5,14.0,21.2,30.88,15.3
2000-12-24,276,19.1,648,0.0,19.0,23.7,15.4,12.4,17.8,21.3,23.6,14.1
2000-12-25,276,15.3,619,0.0,19.9,23.5,18.3,17.9,19.6,22.0,15.3,13.0
2000-12-26,275,13.9,471,0.0,20.7,24.0,18.3,17.0,20.3,22.7,17.38,12.3
2000-12-27,244,11.2,409,0.0,21.4,26.8,18.4,16.4,19.9,24.1,22.11,11.5
2000-12-28,267,14.5,370,0.0,21.2,26.4,16.1,13.2,19.4,24.0,20.37,10.5
2000-12-29,288,17.3,468,13.4,20.6,22.8,18.6,18.4,21.5,21.4,8.64,12.1
2000-12-30,268,8.7,250,29.6,17.7,20.6,15.9,15.4,18.4,19.6,9.43,25.5
2000-12-31,255,21.1,567,8.8,16.2,20.0,12.3,10.2,15.4,18.2,20.13,27.7
2001-01-01,238,17.3,567,0.4,15.7,19.4,12.8,8.8,11.4,17.1,26.61,27.7
2001-01-02,244,14.4,392,3.0,15.5,20.4,11.4,7.9,14.0,17.9,23.77,27.2
2001-01-03,85,8.1,236,0.0,15.5,21.0,8.7,4.8,14.1,19.8,28.27,25.9
2001-01-04,47,8.1,212,0.0,17.0,22.9,10.3,7.0,15.5,21.5,27.6,23.7
2001-01-05,73,7.3,170,0.0,17.6,24.1,10.2,7.5,14.5,23.6,29.83,21.5
2001-01-06,64,6.9,168,0.0,17.7,24.2,10.7,8.6,14.8,23.9,30.21,19.4
2001-01-07,92,8.6,218,0.0,17.2,23.1,10.8,7.7,15.2,23.8,30.17,17.3
2001-01-08,69,9.1,236,0.0,17.5,22.9,11.5,8.5,15.8,23.0,26.26,15.6
2001-01-09,41,9.0,204,0.0,17.6,22.3,11.5,8.6,16.4,22.1,20.49,14.5
2001-01-10,76,10.5,239,5.2,18.1,20.6,16.0,15.1,18.0,20.5,9.71,14.2
2001-01-11,163,11.7,371,43.8,16.4,18.1,15.5,15.3,17.4,17.6,3.89,31.8
2001-01-12,219,12.7,494,5.8,18.7,24.6,15.1,13.9,16.9,19.3,23.09,34.1
2001-01-13,232,14.6,517,0.0,18.2,21.9,15.0,11.6,15.7,20.4,29.44,29.6
2001-01-14,220,11.8,372,2.4,17.5,21.3,12.6,8.6,14.8,20.2,23.33,27.2
2001-01-15,66,10.4,266,4.8,15.1,20.3,8.9,6.0,15.9,17.9,16.78,28.1
2001-01-16,292,16.1,505,1.4,17.1,20.8,13.8,11.8,15.9,18.9,17.67,28.8
2001-01-17,230,12.2,329,0.0,15.7,20.5,11.3,7.5,13.1,18.8,22.49,27.4
2001-01-18,227,10.7,327,0.0,16.7,21.1,12.0,9.5,13.8,20.2,21.91,25.5
2001-01-19,263,9.1,237,0.0,17.3,22.1,11.8,8.9,14.9,21.4,20.26,23.9
2001-01-20,208,13.5,375,0.0,17.1,20.3,14.7,12.5,14.3,20.6,19.82,22.4
2001-01-21,241,13.8,393,0.0,16.9,20.3,13.6,10.4,14.5,19.6,17.13,20.9
2001-01-22,242,12.6,473,0.0,18.1,22.4,12.1,9.4,16.4,20.2,18.6,19.7
2001-01-23,217,9.1,249,0.4,17.1,24.4,9.6,6.7,14.8,22.5,31.18,18.2
2001-01-24,282,10.9,361,0.0,17.2,23.7,7.9,5.7,16.1,22.8,30.43,16.2
2001-01-25,245,15.3,586,0.6,20.0,23.0,18.5,18.2,21.3,21.8,12.21,15.2
2001-01-26,265,21.7,846,4.2,20.1,24.0,14.8,14.7,19.4,21.9,19.58,14.9
2001-01-27,225,17.5,406,0.0,16.1,20.5,11.0,7.3,13.0,19.1,22.69,15.3
2001-01-28,134,7.2,213,0.0,16.2,21.9,9.4,5.7,12.0,21.6,30.68,14.2
2001-01-29,50,8.4,206,0.0,17.3,24.0,9.4,6.5,15.7,22.6,23.04,13.1
2001-01-30,77,10.0,312,0.0,18.5,23.4,13.0,10.6,17.4,22.4,24.08,12.2
2001-01-31,78,8.7,289,7.6,18.3,19.3,16.8,14.8,18.7,19.5,5.23,13.5
2001-02-01,188,12.3,384,0.4,18.5,23.2,14.7,11.4,15.7,21.3,29.24,14.5
2001-02-02,217,13.4,395,0.0,17.1,21.6,12.7,8.4,14.3,20.7,27.34,13.0
2001-02-03,236,11.1,251,0.0,16.7,23.5,10.2,7.9,15.0,21.1,21.56,12.0
2001-02-04,215,14.5,400,0.0,17.4,22.3,13.0,9.0,14.7,20.9,24.19,11.1
2001-02-05,244,13.6,443,0.0,18.3,23.0,13.1,9.0,15.6,21.6,26.96,10.2
2001-02-06,200,13.6,489,1.2,17.7,20.2,13.2,9.2,15.6,19.7,15.71,9.9
2001-02-07,50,9.0,243,1.0,16.3,22.5,9.0,5.1,14.5,20.7,24.75,9.6
2001-02-08,181,8.7,260,5.6,17.6,20.8,15.6,14.4,17.3,19.6,10.67,11.5
2001-02-09,184,8.6,274,0.0,18.4,23.6,14.3,12.5,16.7,21.7,23.67,10.9
2001-02-10,60,10.9,349,0.6,19.8,23.6,15.7,13.4,19.9,22.8,20.41,10.2
2001-02-11,78,10.1,374,56.0,20.3,21.7,18.5,18.5,23.3,20.9,2.82,22.4
2001-02-12,43,9.3,261,4.0,21.9,25.4,20.5,19.9,24.4,23.4,19.52,29.3
2001-02-13,78,10.1,365,7.8,20.4,22.1,19.7,18.8,22.9,21.7,8.94,29.3
2001-02-14,73,9.6,343,3.2,21.7,24.6,20.0,19.5,23.9,23.1,16.91,29.6
2001-02-15,52,8.7,195,0.8,22.1,26.7,19.0,16.8,23.4,23.6,15.96,27.9
2001-02-16,179,5.0,114,0.0,21.6,25.6,18.7,17.2,22.7,23.7,13.19,27.2
2001-02-17,189,9.1,216,28.0,20.1,21.5,18.4,18.0,22.3,21.7,6.4,38.5
2001-02-18,246,6.9,220,0.0,19.9,24.1,16.6,14.6,19.9,22.1,15.34,31.2
2001-02-19,46,10.6,322,0.8,20.3,23.4,17.2,16.5,22.0,21.7,11.14,29.5
2001-02-20,80,11.1,433,2.8,20.8,22.8,19.5,19.4,23.5,22.0,10.11,29.6
2001-02-21,59,9.9,293,3.8,20.9,22.3,19.2,16.3,23.0,22.1,9.15,32.4
2001-02-22,22,8.2,262,0.0,20.8,25.0,16.2,13.8,21.0,22.9,20.49,31.1
2001-02-23,261,10.7,322,11.2,20.0,24.3,17.2,17.3,21.7,22.0,11.5,33.9
2001-02-24,86,7.5,228,0.4,19.1,23.8,15.8,12.9,17.7,22.7,26.72,34.2
2001-02-25,181,10.4,245,0.0,20.1,26.4,14.0,12.0,18.0,23.6,24.46,30.9
2001-02-26,91,8.8,311,1.6,20.5,24.5,17.7,15.5,21.1,23.1,18.62,29.4
2001-02-27,83,12.3,478,0.2,21.0,24.4,19.3,17.1,21.2,22.8,15.45,28.2
2001-02-28,80,12.9,515,0.4,20.2,22.4,18.8,16.8,20.6,21.4,9.2,27.0
2001-03-01,63,10.8,365,0.0,20.0,23.5,15.7,12.5,19.1,22.4,19.69,26.0
2001-03-02,91,8.4,247,0.0,18.3,23.8,12.9,11.0,17.7,22.8,23.87,24.4
2001-03-03,59,11.4,341,0.0,18.5,22.6,13.6,11.0,16.9,21.6,19.19,22.7
2001-03-04,60,10.5,311,0.0,18.6,22.5,13.2,10.8,17.1,21.2,17.2,21.3
2001-03-05,49,9.1,293,10.3,18.5,22.1,15.6,12.9,17.9,20.8,17.49,27.5
2001-03-06,57,7.8,250,0.0,17.7,22.1,13.4,10.8,16.3,20.7,17.75,27.1
2001-03-07,53,13.3,518,0.0,18.9,21.0,16.7,15.8,16.1,20.3,14.33,25.3
2001-03-08,30,11.1,319,0.7,19.7,22.7,17.3,15.7,19.1,21.2,14.11,23.8
2001-03-09,97,9.3,213,5.2,19.9,22.9,18.1,16.8,20.5,21.2,7.74,23.8
2001-03-10,77,11.7,407,14.6,17.8,20.9,16.1,12.1,16.2,19.0,10.4,32.9
2001-03-11,111,7.7,210,0.0,16.4,20.7,11.3,7.4,12.6,19.8,24.35,29.9
2001-03-12,59,7.0,177,0.0,15.2,22.1,9.0,5.9,13.1,20.0,22.23,28.2
2001-03-13,8,9.8,273,0.0,16.6,22.9,9.6,6.4,14.7,20.1,18.83,26.4
2001-03-14,265,10.9,306,4.1,18.6,23.4,14.2,11.5,18.1,19.8,9.15,25.3
2001-03-15,195,9.7,248,0.0,16.7,22.9,10.2,7.0,14.7,19.3,20.87,26.5
2001-03-16,43,11.4,304,0.3,16.5,22.2,10.0,7.5,14.9,18.7,16.85,25.5
2001-03-17,48,10.1,324,6.6,17.1,21.6,12.7,10.4,15.8,18.5,13.83,26.4
2001-03-18,74,14.5,447,1.6,17.7,20.3,16.4,13.3,16.1,17.9,11.0,28.1
2001-03-19,71,14.1,398,0.9,18.5,21.6,16.3,14.8,16.7,19.7,18.43,27.7
2001-03-20,85,9.7,323,0.0,17.5,21.3,11.2,6.7,15.2,19.6,18.32,26.5
2001-03-21,58,7.2,192,0.0,15.2,21.1,9.8,5.8,14.6,18.4,14.77,25.3
2001-03-22,77,6.0,134,0.0,16.2,22.6,10.7,7.1,14.3,19.9,20.04,24.0
2001-03-23,77,7.3,150,0.0,15.7,23.5,9.4,5.8,14.4,19.8,18.4,22.6
2001-03-24,13,8.8,169,0.0,15.8,22.4,10.5,6.8,14.7,19.6,18.8,21.4
2001-03-25,87,6.7,172,0.0,15.6,22.3,9.5,5.9,14.2,19.7,19.83,20.0
2001-03-26,22,7.6,199,0.0,15.6,22.9,8.5,4.1,13.5,19.7,20.89,18.7
2001-03-27,307,9.7,296,0.0,17.2,24.4,9.8,6.0,15.6,20.6,20.01,17.4
2001-03-28,271,18.6,516,2.0,19.4,24.8,16.2,15.4,17.9,20.9,14.32,16.5
2001-03-29,262,13.2,370,0.4,17.8,21.6,14.5,11.7,17.5,18.8,9.15,16.4
2001-03-30,194,14.8,292,0.0,14.8,19.9,7.8,3.9,12.1,17.3,14.77,16.1
2001-03-31,72,11.8,351,0.0,14.9,21.0,7.2,3.2,12.1,16.0,12.86,15.6
2001-04-01,49,15.9,599,6.9,17.0,18.6,15.5,15.1,15.2,16.5,3.59,16.1
2001-04-02,32,18.5,635,67.4,18.9,20.2,17.3,17.0,21.3,18.4,0.96,43.5
2001-04-03,218,14.3,399,1.0,17.5,20.2,12.7,7.0,16.8,18.0,11.51,38.7
2001-04-04,209,15.7,372,0.5,14.7,19.5,11.3,6.5,12.6,15.6,16.64,33.6
2001-04-05,273,13.9,333,0.0,15.5,19.6,12.8,9.0,13.6,16.4,11.46,31.6
2001-04-06,222,15.4,459,1.2,16.6,19.7,13.6,9.9,14.2,16.6,14.79,30.1
2001-04-07,193,15.8,410,0.0,16.0,20.5,8.8,4.8,13.1,16.7,13.45,29.2
2001-04-08,77,8.1,192,0.0,14.0,20.3,8.2,4.0,13.3,16.6,16.78,28.2
2001-04-09,52,7.7,149,0.1,14.3,20.6,8.7,4.5,13.3,16.9,15.84,26.9
2001-04-10,279,8.3,172,0.0,15.1,20.5,10.7,6.8,14.1,17.3,9.12,25.9
2001-04-11,280,8.3,219,0.0,15.9,22.0,9.9,6.6,15.2,17.5,10.3,25.3
2001-04-12,226,11.5,313,52.3,14.5,18.8,10.2,8.7,13.2,16.1,13.0,43.2
2001-04-13,290,17.7,393,29.6,19.4,22.5,17.2,15.8,19.2,19.7,12.94,43.2
2001-04-14,160,13.2,347,1.5,16.1,21.0,13.2,8.9,13.6,17.5,14.09,34.9
2001-04-15,168,6.8,154,0.0,13.1,18.2,7.8,3.5,12.0,15.5,14.05,33.4
2001-04-16,195,7.4,166,0.0,12.3,18.3,6.4,2.4,11.9,14.5,10.14,32.6
2001-04-17,44,9.6,167,0.0,15.1,19.2,11.5,7.6,13.8,16.1,6.94,32.2
2001-04-18,83,10.7,282,0.5,15.9,18.4,13.4,12.1,14.6,17.0,10.73,31.9
2001-04-19,55,11.7,405,1.0,17.4,20.5,15.0,12.1,16.8,17.3,7.4,31.2
2001-04-20,44,8.2,246,2.6,16.8,20.4,11.8,8.9,17.3,17.7,8.57,31.1
2001-04-21,218,5.2,104,0.1,15.2,21.9,9.5,7.3,15.4,16.6,11.4,31.0
2001-04-22,194,7.8,152,0.2,15.4,21.5,10.3,8.2,15.2,16.9,11.81,30.6
2001-04-23,198,5.3,139,0.1,13.8,20.8,8.4,3.8,14.1,16.1,10.95,30.1
2001-04-24,61,8.5,259,0.0,13.8,18.3,7.5,3.4,12.7,15.4,11.17,29.7
2001-04-25,90,10.5,351,0.2,14.4,17.8,8.7,4.8,13.0,16.2,14.77,28.9
2001-04-26,68,8.9,226,0.1,12.4,18.2,6.5,3.0,11.7,14.2,11.6,27.9
2001-04-27,53,11.6,330,0.0,14.4,18.1,7.3,3.7,12.2,14.9,8.29,27.2
2001-04-28,59,10.7,385,2.0,16.4,19.0,14.4,11.1,14.0,16.7,11.24,26.5
2001-04-29,75,10.2,414,3.4,16.8,19.5,15.3,12.4,16.5,16.5,9.73,26.9
2001-04-30,79,13.2,504,2.9,17.2,18.8,15.6,14.9,17.5,16.8,5.39,28.2
2001-05-01,54,15.3,610,6.3,17.6,19.2,16.5,15.7,17.5,17.0,5.97,32.6
2001-05-02,71,18.2,530,73.7,16.8,17.8,15.2,14.7,17.9,16.5,1.27,45.0
2001-05-03,18,8.7,235,0.3,17.6,21.0,13.8,10.9,18.2,18.1,10.69,39.0
2001-05-04,65,20.4,590,23.9,17.6,19.1,16.5,15.7,18.4,17.4,3.92,42.1
2001-05-05,9,26.1,679,12.3,18.0,20.8,16.1,12.6,18.3,17.6,7.71,49.8
2001-05-06,346,8.1,195,10.0,16.5,20.8,13.0,10.0,16.9,16.6,7.93,45.8
2001-05-07,231,9.3,244,2.2,15.1,19.5,10.4,6.5,16.0,16.1,9.63,44.2
2001-05-08,87,5.1,122,0.0,13.8,20.6,9.1,6.0,14.1,15.0,10.19,41.1
2001-05-09,52,9.6,288,0.2,13.9,19.3,8.3,6.4,14.0,14.4,10.26,39.7
2001-05-10,69,20.1,656,42.7,16.4,18.3,14.6,11.4,16.4,15.2,1.17,46.5
2001-05-11,11,11.9,343,6.7,17.4,21.0,12.1,9.8,18.5,16.3,6.31,46.2
2001-05-12,15,6.9,165,6.0,17.3,21.2,14.4,12.7,18.6,17.2,6.94,46.4
2001-05-13,264,6.6,147,0.0,16.0,19.9,13.9,11.8,16.9,16.8,7.52,46.7
2001-05-14,247,12.6,234,0.6,14.5,18.7,10.4,6.3,14.5,15.4,9.35,43.7
2001-05-15,225,13.9,339,0.8,13.3,18.0,10.0,5.3,12.7,13.4,9.73,42.2
2001-05-16,215,8.3,219,0.1,11.2,15.7,4.1,-0.5,9.5,12.5,11.75,41.5
2001-05-17,217,12.7,238,0.7,9.4,16.6,2.5,-0.8,10.8,10.7,7.03,41.9
2001-05-18,277,12.4,335,0.1,14.8,18.7,10.6,7.6,15.1,14.3,6.72,41.8
2001-05-19,255,17.1,428,9.6,15.9,19.4,11.8,7.1,15.7,15.4,8.83,46.3
2001-05-20,230,17.6,506,0.7,14.3,17.5,10.9,5.5,13.2,13.4,10.1,44.2
2001-05-21,269,16.7,622,7.8,15.2,18.6,13.6,11.3,15.0,14.2,6.78,46.0
2001-05-22,233,12.8,395,13.5,13.1,17.1,9.8,6.4,13.6,13.7,6.52,51.1
2001-05-23,248,17.6,611,4.0,12.3,15.5,9.1,6.2,11.2,11.4,8.93,50.2
2001-05-24,275,13.2,370,2.9,13.5,18.0,10.2,6.6,13.1,12.6,10.29,51.2
2001-05-25,306,15.3,427,15.0,13.9,17.0,11.6,6.5,13.3,12.7,5.91,50.5
2001-05-26,230,21.5,678,12.6,11.3,14.5,8.4,6.5,10.6,10.8,9.84,51.5
2001-05-27,269,15.3,378,19.3,11.6,16.6,8.6,4.7,12.4,11.0,5.94,51.3
2001-05-28,179,7.4,157,2.8,10.3,14.4,4.9,1.7,10.9,11.5,6.86,51.5
2001-05-29,54,19.0,503,20.9,10.6,13.5,5.8,3.7,10.8,10.0,2.77,50.1
2001-05-30,49,15.6,340,67.3,10.5,12.5,8.5,8.5,11.8,11.3,3.18,51.5
2001-05-31,169,7.5,229,3.4,8.6,13.1,4.4,0.7,9.9,10.2,7.63,51.6
2001-06-01,210,5.7,157,0.8,8.4,14.7,4.3,0.7,9.7,9.5,8.58,50.3
2001-06-02,227,9.4,231,2.0,9.2,14.7,4.9,-0.2,10.4,9.3,8.3,50.1
2001-06-03,79,3.8,84,0.0,8.2,15.4,2.9,-0.8,9.7,8.8,7.87,48.7
2001-06-04,81,4.9,89,0.1,8.2,14.8,3.3,-0.1,10.1,8.7,9.89,47.2
2001-06-05,67,3.5,76,0.1,8.1,15.0,3.4,-0.5,10.3,8.3,6.54,46.5
2001-06-06,12,6.7,121,0.1,8.6,16.9,2.8,-0.9,10.1,8.7,10.39,46.2
2001-06-07,270,9.6,239,0.3,9.8,16.8,4.5,1.1,11.1,9.8,9.04,45.8
2001-06-08,232,6.7,189,1.1,11.4,16.6,5.1,0.8,12.0,10.9,7.6,45.8
2001-06-09,263,13.3,298,0.9,9.9,16.6,2.5,-0.4,11.8,9.8,6.85,45.7
2001-06-10,276,13.2,466,26.0,13.4,16.3,10.1,7.8,13.9,12.5,2.81,48.1
2001-06-11,169,10.5,318,0.0,8.0,11.0,4.8,0.0,7.8,8.5,10.32,50.5
2001-06-12,183,7.4,190,0.0,8.0,13.3,2.2,-1.4,8.3,7.6,10.09,48.4
2001-06-13,90,8.1,226,0.0,10.7,13.7,6.3,2.7,11.2,9.5,6.03,47.2
2001-06-14,54,10.3,363,1.5,14.8,17.6,12.9,10.8,15.7,13.7,6.86,47.0
2001-06-15,34,9.0,361,3.5,15.5,16.6,14.9,14.4,17.0,15.0,3.59,48.0
2001-06-16,37,11.3,378,8.3,15.7,17.1,13.4,11.5,17.4,15.4,1.9,51.1
2001-06-17,276,13.3,278,7.7,12.7,17.3,9.1,5.0,13.5,13.0,6.67,51.0
2001-06-18,233,14.2,360,2.7,11.6,15.7,6.3,2.5,11.8,11.4,9.04,51.3
2001-06-19,221,6.8,157,0.0,8.3,15.6,2.8,-1.3,9.4,9.4,9.83,50.4
2001-06-20,274,8.7,147,0.8,6.3,13.3,0.5,-2.6,9.2,7.8,6.18,49.5
2001-06-21,259,4.9,139,0.0,9.9,15.3,5.8,2.9,11.0,10.1,6.5,48.9
2001-06-22,25,10.3,207,0.1,9.8,16.4,2.7,-0.1,11.0,9.6,7.77,48.4
2001-06-23,21,8.0,208,0.2,12.5,16.4,6.0,3.9,12.6,11.5,7.03,48.5
2001-06-24,234,13.8,357,3.5,10.5,15.1,5.3,3.5,11.3,10.0,5.92,49.0
2001-06-25,242,15.7,411,1.1,11.2,14.4,9.2,5.9,10.7,10.0,6.64,51.9
2001-06-26,233,12.8,354,4.2,12.4,16.2,8.3,4.2,11.6,10.7,7.47,51.1
2001-06-27,250,9.8,249,2.7,11.3,17.2,5.0,2.1,12.1,10.4,8.7,52.3
2001-06-28,268,14.2,283,5.0,11.1,13.3,8.0,4.8,11.6,10.4,4.24,51.4
2001-06-29,200,11.7,278,0.2,11.1,15.4,8.3,4.4,11.4,10.0,7.95,51.2
2001-06-30,222,9.1,234,0.1,10.1,14.9,7.1,3.6,10.4,9.6,7.7,52.0
2001-07-01,112,9.9,241,0.0,8.2,12.0,2.4,-1.0,7.9,7.4,9.98,51.3
2001-07-02,116,9.9,262,0.0,9.2,12.8,5.0,0.4,8.6,7.5,10.05,49.2
2001-07-03,84,7.1,219,0.0,8.5,12.6,2.3,-1.3,9.0,7.3,10.11,48.3
2001-07-04,69,15.2,454,0.0,11.6,13.8,9.6,6.1,10.1,9.2,8.48,47.9
2001-07-05,81,21.3,841,0.6,12.7,13.9,10.4,9.8,10.0,10.4,4.5,47.7
2001-07-06,68,18.4,616,4.9,12.5,14.1,10.5,9.9,11.8,11.1,4.88,47.7
2001-07-07,91,14.4,485,6.8,12.4,14.0,10.9,10.4,11.7,11.1,2.82,50.6
2001-07-08,137,12.6,239,2.0,10.9,13.1,8.7,6.7,10.5,10.8,5.51,51.5
2001-07-09,118,7.8,184,0.0,10.7,13.7,7.8,3.3,10.0,10.0,10.76,52.7
2001-07-10,107,5.3,123,0.0,8.1,13.7,2.3,-2.0,8.8,8.3,11.06,52.3
2001-07-11,129,6.5,134,0.1,5.2,13.0,0.4,-2.9,7.3,6.3,10.56,51.7
2001-07-12,242,11.6,236,0.0,6.0,13.9,-0.9,-4.6,8.4,6.3,9.59,49.1
2001-07-13,66,4.3,118,0.2,7.1,13.9,2.8,-0.5,9.1,7.3,8.68,48.5
2001-07-14,225,9.4,224,3.6,8.5,14.0,3.1,0.6,10.3,8.2,7.61,49.1
2001-07-15,305,8.4,215,2.0,11.1,15.4,5.5,3.5,11.9,10.3,6.62,51.3
2001-07-16,279,18.5,503,9.0,13.7,17.2,10.7,7.8,13.3,12.2,9.7,51.6
2001-07-17,267,12.5,332,11.1,11.3,14.5,9.1,6.5,12.3,10.9,5.0,51.3
2001-07-18,262,17.6,544,21.8,10.8,13.8,8.7,6.6,11.6,10.6,6.67,51.4
2001-07-19,266,16.7,438,17.9,8.4,10.6,6.0,2.0,9.7,8.6,4.98,51.5
2001-07-20,267,17.6,261,7.6,6.8,12.2,3.3,0.5,9.0,7.9,6.12,51.9
2001-07-21,210,11.4,344,5.2,9.3,13.9,2.9,-0.4,10.0,8.3,9.38,51.9
2001-07-22,207,12.8,351,0.0,11.2,14.6,8.9,4.7,10.1,9.3,8.86,51.9
2001-07-23,176,6.9,199,0.0,9.2,14.4,3.4,-0.7,9.0,9.0,9.99,51.5
2001-07-24,226,14.4,273,0.4,8.2,14.5,1.8,-1.4,9.4,7.9,9.83,52.0
2001-07-25,213,7.4,167,0.1,8.6,14.0,2.9,-1.2,9.0,8.5,10.12,51.8
2001-07-26,229,8.9,233,0.0,8.7,15.2,2.9,-0.7,10.3,8.4,8.73,51.4
2001-07-27,219,11.1,240,0.7,9.8,15.4,5.0,0.9,10.4,9.4,11.74,51.1
2001-07-28,25,5.8,115,0.0,8.2,14.3,2.8,-0.9,9.2,8.9,10.25,51.0
2001-07-29,352,15.0,326,7.7,12.5,16.5,7.0,5.8,13.3,11.1,4.32,50.9
2001-07-30,82,12.3,302,13.7,14.3,18.0,11.6,9.3,14.9,13.9,7.3,51.4
2001-07-31,79,13.5,330,0.2,11.9,13.3,10.6,10.2,12.5,12.5,5.67,51.6
2001-08-01,224,8.8,202,0.2,11.0,15.8,4.9,0.9,10.9,12.3,13.05,51.1
2001-08-02,19,7.8,157,0.6,9.5,16.9,3.6,0.6,10.8,10.9,10.23,51.6
2001-08-03,231,18.8,435,6.7,11.7,14.5,7.9,6.2,11.3,11.3,9.84,51.3
2001-08-04,247,8.6,228,0.2,11.3,15.6,8.4,4.1,11.3,11.5,9.86,51.4
2001-08-05,263,9.4,264,0.0,9.9,15.5,5.5,1.7,10.4,10.8,11.55,50.7
2001-08-06,282,6.0,212,0.0,10.5,16.4,5.2,0.9,10.6,11.0,12.91,51.6
2001-08-07,351,10.4,242,0.6,10.9,16.1,4.3,0.7,11.2,10.9,8.1,51.1
2001-08-08,314,8.8,168,10.8,14.7,19.0,11.6,9.9,14.7,14.2,9.64,51.3
2001-08-09,332,9.2,289,0.4,15.3,18.7,12.2,10.6,14.8,14.7,10.04,51.3
2001-08-10,267,12.9,299,3.6,12.2,15.8,9.6,6.5,13.0,13.2,9.2,51.1
2001-08-11,253,12.6,386,8.5,11.3,14.8,9.1,5.2,11.9,11.6,5.9,51.4
2001-08-12,205,8.5,238,0.0,10.4,16.1,4.6,0.3,10.1,10.9,11.58,51.7
2001-08-13,221,9.1,216,0.3,8.4,15.3,2.2,-1.1,9.2,10.0,14.68,51.6
2001-08-14,220,21.2,401,3.9,9.0,13.6,6.2,1.0,9.5,9.7,10.21,51.5
2001-08-15,204,19.4,541,1.1,8.7,11.6,4.9,-0.2,8.6,8.4,9.41,51.8
2001-08-16,210,14.7,376,0.0,9.4,12.3,6.6,1.1,8.1,9.2,14.62,51.6
2001-08-17,244,10.4,248,0.0,9.9,14.0,4.8,0.2,9.5,9.8,9.13,50.7
2001-08-18,8,16.0,351,4.2,10.6,14.8,8.1,4.1,10.4,10.3,6.46,50.9
2001-08-19,264,23.4,362,2.8,10.0,15.8,4.5,1.1,11.0,10.1,10.78,51.3
2001-08-20,260,19.2,642,2.1,11.7,15.1,9.1,6.3,11.2,10.9,13.29,51.7
2001-08-21,280,13.2,399,0.2,12.7,18.6,8.3,4.9,12.7,12.1,13.42,51.7
2001-08-22,276,8.7,247,0.2,13.1,19.4,7.6,5.0,12.9,12.5,10.64,51.2
2001-08-23,353,10.6,247,0.9,12.4,18.2,6.8,4.9,13.0,12.5,10.02,50.5
2001-08-24,220,18.9,432,5.4,12.3,15.7,9.8,6.7,11.7,12.1,11.22,50.9
2001-08-25,297,11.8,458,10.8,12.0,15.6,8.7,5.9,12.1,12.6,12.4,51.5
2001-08-26,232,12.4,286,4.6,10.2,14.5,7.1,3.8,11.1,11.7,13.46,51.8
