Day(Local_Date),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa),ET10(C),Rad(MJ/m2),SoilM(%),Season
2009-11-26,262.0,18.0,603.0,0.0,15.2,19.5,11.3,8.5,12.7,16.0,24.77,22.6,Spring
2009-11-27,258.0,10.6,374.0,0.0,15.0,20.0,11.5,8.3,12.4,16.4,29.69,20.7,Spring
2009-11-28,276.0,18.0,526.0,2.9,16.5,22.0,11.7,10.0,15.3,16.6,14.13,19.2,Spring
2009-11-29,271.0,14.1,502.0,1.3,18.2,20.9,16.4,15.4,17.9,17.6,15.58,20.1,Spring
2009-11-30,283.0,17.1,379.0,0.0,18.8,21.9,16.0,13.8,18.7,18.1,11.99,19.2,Spring
2009-12-01,268.0,13.4,312.0,0.0,19.8,25.2,13.9,12.3,18.9,18.6,20.68,18.5,Summer
2009-12-02,268.0,10.0,244.0,34.8,19.0,20.8,17.4,15.4,20.1,18.9,6.01,26.3,Summer
2009-12-03,60.0,13.5,380.0,6.9,17.4,21.4,15.8,15.5,18.0,18.9,12.4,42.0,Summer
2009-12-04,59.0,16.2,474.0,99.5,15.2,16.4,13.5,11.1,16.3,17.6,5.99,51.8,Summer
2009-12-05,131.0,7.8,174.0,0.0,15.5,19.3,12.0,8.9,14.6,17.7,16.11,47.5,Summer
2009-12-06,269.0,11.2,365.0,0.0,15.6,21.0,8.0,5.0,14.1,17.6,23.3,43.4,Summer
2009-12-07,231.0,13.0,404.0,0.4,16.4,20.0,11.6,8.1,14.0,17.7,25.47,40.9,Summer
2009-12-08,215.0,9.4,264.0,0.0,15.0,20.9,8.2,4.9,12.9,17.6,30.05,39.2,Summer
2009-12-09,266.0,9.6,253.0,0.0,16.5,24.1,8.6,6.4,13.8,18.2,31.09,36.8,Summer
2009-12-10,274.0,8.4,198.0,0.0,17.5,25.5,9.6,7.1,15.2,19.0,30.82,33.7,Summer
2009-12-11,274.0,10.2,339.0,0.0,19.3,25.5,13.4,10.2,17.6,19.6,29.1,30.5,Summer
2009-12-12,251.0,14.6,386.0,7.4,18.1,21.9,14.5,11.9,18.1,19.5,10.79,30.2,Summer
2009-12-13,268.0,15.1,387.0,0.0,16.2,21.0,10.3,7.0,13.9,18.7,24.57,30.8,Summer
2009-12-14,251.0,13.2,492.0,0.0,17.7,21.9,13.7,11.0,15.5,18.6,24.19,28.8,Summer
2009-12-15,220.0,13.7,425.0,2.8,13.9,17.7,9.9,5.2,11.1,17.3,23.1,27.5,Summer
2009-12-16,233.0,13.6,328.0,0.0,12.8,18.6,5.2,1.7,9.5,16.5,25.08,25.9,Summer
2009-12-17,236.0,10.8,338.0,0.0,15.0,20.0,9.5,5.0,11.7,16.7,26.33,24.0,Summer
2009-12-18,250.0,11.5,327.0,0.0,15.1,20.5,8.0,4.5,12.7,17.1,27.57,21.9,Summer
2009-12-19,255.0,12.4,446.0,0.0,17.2,21.8,11.4,7.2,14.4,17.5,23.74,20.0,Summer
2009-12-20,236.0,15.7,618.0,1.4,17.8,21.3,14.3,11.9,16.0,18.0,24.21,18.8,Summer
2009-12-21,220.0,12.8,405.0,0.0,15.5,18.9,11.4,6.6,10.7,16.9,24.44,17.7,Summer
2009-12-22,53.0,8.2,210.0,0.0,14.6,20.3,7.4,4.3,12.4,17.2,17.84,16.7,Summer
2009-12-23,35.0,9.2,241.0,1.8,17.0,21.3,14.0,11.6,15.1,18.1,21.07,16.3,Summer
2009-12-24,81.0,8.0,212.0,0.0,17.2,23.9,9.3,6.1,12.7,18.4,30.71,15.8,Summer
2009-12-25,75.0,7.4,187.0,0.0,17.6,24.8,9.7,6.6,13.0,18.7,28.04,14.7,Summer
2009-12-26,43.0,10.2,165.0,0.0,17.7,25.0,9.5,5.9,14.1,18.8,24.73,14.1,Summer
2009-12-27,272.0,12.8,384.0,0.0,17.9,23.1,12.9,10.0,15.5,19.0,25.63,13.3,Summer
2009-12-28,263.0,9.2,309.0,0.0,19.2,23.4,15.3,12.6,17.2,19.3,18.44,12.9,Summer
2009-12-29,238.0,13.2,524.0,0.4,18.8,22.9,15.2,12.5,18.1,19.1,13.24,12.6,Summer
2009-12-30,229.0,16.5,624.0,3.4,18.8,21.7,14.8,12.6,16.3,18.9,25.99,13.4,Summer
2009-12-31,230.0,13.2,413.0,0.0,16.3,20.2,13.3,9.2,10.5,17.6,27.25,12.6,Summer
2010-01-01,245.0,11.0,334.0,0.0,16.7,22.1,12.6,9.1,13.2,18.2,30.47,12.1,Summer
2010-01-02,255.0,12.0,290.0,0.0,17.4,24.9,10.0,7.2,13.9,18.9,30.01,11.5,Summer
2010-01-03,286.0,13.0,344.0,0.0,18.4,24.5,11.1,8.0,15.4,19.3,22.66,11.2,Summer
2010-01-04,287.0,15.8,535.0,2.0,18.5,21.0,15.3,13.3,15.9,18.9,15.55,11.2,Summer
2010-01-05,232.0,11.9,338.0,0.0,16.6,21.5,11.4,7.2,11.8,18.1,28.9,11.0,Summer
2010-01-06,46.0,8.9,242.0,0.0,15.5,22.4,7.2,3.5,12.8,18.6,29.66,10.7,Summer
2010-01-07,320.0,8.0,197.0,0.0,17.6,24.2,10.3,7.1,14.7,19.1,16.11,10.4,Summer
2010-01-08,254.0,14.4,330.0,0.0,16.3,22.4,11.1,7.4,13.6,18.7,20.27,10.2,Summer
2010-01-09,220.0,9.1,274.0,0.0,15.3,21.5,7.7,4.6,10.7,18.1,26.46,10.0,Summer
2010-01-10,257.0,10.4,248.0,0.0,15.2,23.0,6.4,3.0,12.1,18.5,26.14,9.8,Summer
2010-01-11,237.0,18.1,451.0,8.9,15.7,19.8,11.8,8.1,12.6,17.9,24.64,10.9,Summer
2010-01-12,231.0,12.1,292.0,1.9,15.5,21.3,10.2,6.8,12.6,17.8,23.47,10.8,Summer
2010-01-13,240.0,14.3,391.0,0.0,16.2,21.0,10.2,6.9,13.3,17.9,23.91,10.6,Summer
2010-01-14,271.0,11.1,253.0,0.0,18.5,23.8,14.2,11.1,15.0,19.1,27.53,10.3,Summer
2010-01-15,246.0,9.8,213.0,0.0,19.4,25.9,14.1,11.3,15.1,20.2,30.9,10.0,Summer
2010-01-16,242.0,8.1,238.0,0.0,20.1,25.0,16.1,14.5,16.7,21.1,23.09,9.6,Summer
2010-01-17,256.0,7.6,211.0,0.0,18.2,21.3,15.5,13.4,16.8,20.4,11.2,9.4,Summer
2010-01-18,262.0,7.4,202.0,0.0,19.3,23.6,16.3,14.2,18.1,20.6,13.88,9.3,Summer
2010-01-19,93.0,8.9,188.0,0.0,20.0,25.1,15.0,12.5,18.0,21.1,18.42,9.2,Summer
2010-01-20,232.0,14.7,410.0,1.5,20.1,22.3,17.4,14.1,19.5,20.7,12.08,9.1,Summer
2010-01-21,12.0,14.8,423.0,11.1,20.5,24.2,17.4,16.0,18.9,20.7,16.79,11.0,Summer
2010-01-22,258.0,16.8,601.0,2.3,18.1,21.8,15.5,13.4,15.6,19.5,22.25,11.4,Summer
2010-01-23,226.0,13.3,527.0,2.1,17.4,20.9,15.4,13.7,17.1,19.0,18.68,11.6,Summer
2010-01-24,232.0,13.2,447.0,0.0,17.4,20.4,13.2,11.1,16.2,19.0,16.46,11.3,Summer
2010-01-25,84.0,6.8,211.0,0.0,19.0,25.0,13.4,9.7,16.0,19.9,26.04,10.8,Summer
2010-01-26,49.0,9.8,309.0,0.0,19.4,23.7,14.2,11.2,17.5,20.5,22.42,10.3,Summer
2010-01-27,84.0,8.3,241.0,0.0,19.7,24.5,13.8,11.1,17.9,21.0,24.66,10.0,Summer
2010-01-28,90.0,9.3,261.0,0.0,20.0,25.1,14.8,11.4,17.7,21.6,28.72,9.6,Summer
2010-01-29,44.0,11.3,306.0,0.0,19.6,24.6,13.8,10.7,17.0,21.5,23.29,9.3,Summer
2010-01-30,161.0,10.3,289.0,0.0,21.1,27.1,16.1,12.2,17.4,21.7,21.82,9.0,Summer
2010-01-31,168.0,9.4,298.0,0.0,20.7,24.3,18.4,16.3,19.0,21.7,17.62,8.9,Summer
2010-02-01,90.0,17.9,681.0,37.8,20.7,23.7,18.1,17.8,21.7,21.2,13.8,13.0,Summer
2010-02-02,88.0,17.7,638.0,4.0,20.5,22.9,19.2,17.6,20.0,21.2,16.18,14.9,Summer
2010-02-03,84.0,13.9,540.0,0.0,20.5,23.6,18.0,15.0,17.0,21.2,29.88,14.0,Summer
2010-02-04,94.0,11.8,371.0,0.2,19.6,23.4,14.8,10.2,16.6,21.2,23.41,13.1,Summer
2010-02-05,90.0,8.2,161.0,0.0,18.6,24.1,12.3,9.0,15.6,21.4,25.62,12.4,Summer
2010-02-06,80.0,9.1,232.0,0.0,19.7,24.5,13.8,10.0,16.5,22.0,28.44,11.7,Summer
2010-02-07,71.0,7.9,167.0,0.0,20.3,24.8,16.2,11.8,16.7,22.7,27.07,11.2,Summer
2010-02-08,89.0,7.2,195.0,0.0,18.8,24.7,12.4,9.2,17.3,22.3,21.25,10.7,Summer
2010-02-09,254.0,9.2,212.0,0.0,19.6,26.2,13.5,10.9,17.2,22.4,21.97,10.3,Summer
2010-02-10,242.0,14.2,386.0,0.0,18.5,23.1,14.6,10.2,16.5,21.4,22.05,10.0,Summer
2010-02-11,271.0,10.2,296.0,0.0,19.5,24.4,15.6,11.9,16.8,21.6,22.65,9.8,Summer
2010-02-12,268.0,12.2,343.0,0.0,19.6,25.7,13.5,10.1,18.2,21.5,19.89,9.5,Summer
2010-02-13,267.0,14.8,570.0,0.0,21.2,25.9,18.2,16.3,19.4,21.8,20.56,9.4,Summer
2010-02-14,256.0,16.4,555.0,0.2,21.0,24.0,19.1,16.8,21.7,21.6,12.77,9.3,Summer
2010-02-15,254.0,15.6,522.0,0.0,21.3,25.0,18.1,16.3,20.7,21.8,17.85,9.3,Summer
2010-02-16,72.0,7.0,123.0,8.2,20.7,25.5,17.5,14.9,21.1,22.2,13.33,9.7,Summer
2010-02-17,44.0,9.2,233.0,0.0,21.8,25.9,18.2,16.8,21.5,22.7,21.27,10.4,Summer
2010-02-18,36.0,10.2,239.0,1.0,21.0,22.1,19.7,18.0,22.8,22.3,7.08,10.3,Summer
2010-02-19,218.0,17.2,492.0,0.0,19.1,21.8,16.0,11.7,15.7,21.2,27.46,10.2,Summer
2010-02-20,230.0,8.6,217.0,0.0,17.9,25.1,11.1,7.9,14.8,20.6,22.01,10.0,Summer
2010-02-21,67.0,7.8,179.0,0.0,17.4,24.3,9.8,6.4,14.6,20.7,23.31,9.6,Summer
2010-02-22,76.0,8.3,228.0,0.0,18.4,25.1,11.2,8.0,15.5,21.2,28.76,9.4,Summer
2010-02-23,42.0,11.6,332.0,0.0,19.7,25.0,13.4,9.7,16.3,21.3,20.6,9.1,Summer
2010-02-24,68.0,9.6,355.0,0.0,21.2,24.7,17.2,13.2,19.8,21.6,14.63,8.9,Summer
2010-02-25,231.0,11.0,271.0,7.8,21.3,25.7,17.6,14.4,20.1,21.9,15.0,9.4,Summer
2010-02-26,235.0,13.6,337.0,0.0,17.8,22.4,12.9,8.9,13.7,20.6,24.81,9.7,Summer
2010-02-27,86.0,10.2,306.0,1.4,17.8,23.2,11.5,8.5,15.8,20.4,24.16,9.5,Summer
2010-02-28,140.0,10.4,227.0,0.0,17.6,23.2,11.4,7.9,13.6,20.4,22.79,9.4,Summer
2010-03-01,107.0,9.6,291.0,0.0,19.4,23.9,14.3,11.0,18.4,21.0,19.74,9.2,Autumn
2010-03-02,62.0,7.6,204.0,1.6,18.5,23.4,13.4,10.8,16.3,20.9,14.37,9.1,Autumn
2010-03-03,189.0,9.6,268.0,0.0,17.8,22.0,13.4,9.7,15.9,20.4,17.13,9.2,Autumn
2010-03-04,231.0,14.0,347.0,0.0,17.6,22.4,12.6,9.2,14.3,19.7,24.18,9.0,Autumn
2010-03-05,252.0,11.2,275.0,0.0,17.7,24.8,11.4,8.0,15.6,19.7,20.16,8.8,Autumn
2010-03-06,86.0,8.2,202.0,0.0,18.7,24.5,12.6,9.5,14.5,20.0,20.75,8.7,Autumn
2010-03-07,109.0,11.2,279.0,0.0,18.5,22.4,13.1,8.9,11.4,19.9,24.28,8.6,Autumn
2010-03-08,90.0,6.3,150.0,0.0,15.9,22.3,8.7,5.4,12.7,19.6,17.81,8.4,Autumn
2010-03-09,61.0,7.5,149.0,0.0,16.6,23.8,9.7,7.1,13.6,19.5,17.76,8.3,Autumn
2010-03-10,283.0,11.0,306.0,0.0,17.1,23.9,10.5,7.7,14.5,19.5,23.9,8.2,Autumn
2010-03-11,277.0,13.6,445.0,0.0,19.2,23.7,15.7,12.3,16.0,19.9,21.02,8.1,Autumn
2010-03-12,236.0,17.5,453.0,1.6,16.9,20.9,14.4,10.1,13.8,18.9,19.07,8.2,Autumn
2010-03-13,226.0,14.2,390.0,0.0,15.8,20.5,9.7,5.2,11.4,17.9,19.11,8.1,Autumn
2010-03-14,259.0,11.1,338.0,0.0,17.4,22.7,14.1,10.0,14.9,18.4,18.61,8.1,Autumn
2010-03-15,214.0,14.4,368.0,0.0,18.1,21.0,15.8,13.8,14.6,18.6,10.45,8.0,Autumn
2010-03-16,218.0,11.7,306.0,0.0,17.0,20.8,14.3,12.9,14.0,18.5,12.66,8.0,Autumn
2010-03-17,238.0,12.6,347.0,0.0,17.1,22.1,13.0,8.2,13.0,18.3,17.03,7.8,Autumn
2010-03-18,209.0,11.0,298.0,0.0,14.1,20.1,7.7,2.5,8.9,17.5,24.45,7.7,Autumn
2010-03-19,245.0,11.2,411.0,0.0,16.5,19.6,10.4,6.2,13.5,17.4,8.0,7.6,Autumn
2010-03-20,247.0,10.6,388.0,0.0,18.3,23.4,13.5,10.0,15.8,18.2,17.95,7.6,Autumn
2010-03-21,239.0,10.3,367.0,0.0,18.5,23.3,14.4,10.2,16.5,18.7,15.22,7.6,Autumn
2010-03-22,286.0,13.6,373.0,0.0,18.2,23.4,13.9,11.4,15.4,18.7,17.6,7.5,Autumn
2010-03-23,278.0,17.6,427.0,0.0,18.2,24.5,13.1,10.0,15.6,18.7,14.0,7.5,Autumn
2010-03-24,289.0,20.2,561.0,1.4,19.6,25.6,16.5,14.6,17.2,19.0,13.04,7.5,Autumn
2010-03-25,277.0,17.0,524.0,3.6,16.9,20.8,14.2,11.3,14.5,17.9,15.58,8.1,Autumn
2010-03-26,210.0,15.4,441.0,0.0,17.9,22.1,15.0,12.0,15.5,17.8,15.0,8.0,Autumn
2010-03-27,212.0,11.9,324.0,0.0,18.6,22.3,16.4,14.0,15.7,18.5,18.2,7.9,Autumn
2010-03-28,78.0,12.2,323.0,0.0,19.7,24.6,15.8,11.6,17.1,19.2,20.36,7.8,Autumn
2010-03-29,58.0,15.7,577.0,0.8,17.6,21.4,15.6,14.0,14.0,18.5,12.56,7.8,Autumn
2010-03-30,84.0,11.4,431.0,0.2,17.9,21.2,16.3,13.2,13.8,18.0,13.24,7.7,Autumn
2010-03-31,65.0,11.8,441.0,0.0,18.3,21.2,16.1,12.8,12.9,18.0,13.55,7.7,Autumn
2010-04-01,79.0,9.2,229.0,0.0,16.6,21.2,11.1,6.7,13.6,18.0,18.07,7.6,Autumn
2010-04-02,78.0,6.8,159.0,0.0,15.6,20.7,9.6,5.7,12.5,17.7,9.16,7.5,Autumn
2010-04-03,70.0,9.0,198.0,0.0,15.6,21.3,9.8,6.4,13.8,17.8,11.02,7.5,Autumn
2010-04-04,12.0,4.6,106.0,8.8,16.5,19.6,12.7,10.5,17.2,18.1,7.34,8.1,Autumn
2010-04-05,71.0,9.0,224.0,4.3,17.6,22.0,14.7,12.5,16.9,18.6,14.7,8.6,Autumn
2010-04-06,257.0,7.7,261.0,0.3,17.0,21.2,12.8,10.7,15.1,18.3,12.25,9.1,Autumn
2010-04-07,127.0,7.8,292.0,0.0,15.7,18.5,12.9,9.6,12.5,17.8,12.89,8.9,Autumn
2010-04-08,86.0,7.6,193.0,0.0,13.4,17.5,7.8,3.8,11.1,16.8,16.41,8.8,Autumn
2010-04-09,64.0,10.0,201.0,0.0,12.3,19.6,6.5,3.0,11.3,16.2,17.09,8.7,Autumn
2010-04-10,86.0,7.9,157.0,0.0,12.7,20.1,6.7,2.9,11.4,15.8,15.2,8.6,Autumn
2010-04-11,72.0,9.8,186.0,0.0,13.4,20.4,7.3,3.5,11.8,15.7,13.12,8.4,Autumn
2010-04-12,67.0,9.2,197.0,0.0,13.8,20.7,6.9,3.6,12.2,15.9,15.44,8.3,Autumn
2010-04-13,20.0,13.0,340.0,0.0,16.2,19.7,10.0,8.4,14.9,16.4,7.88,8.2,Autumn
2010-04-14,254.0,13.2,363.0,1.1,17.6,21.2,12.7,8.1,15.8,17.2,17.01,8.4,Autumn
2010-04-15,249.0,12.6,362.0,0.1,15.1,20.3,10.6,5.9,14.2,16.6,10.11,8.3,Autumn
2010-04-16,230.0,16.1,433.0,0.0,15.4,19.3,8.8,4.2,12.3,16.2,13.45,8.2,Autumn
2010-04-17,228.0,10.7,278.0,0.0,12.4,18.1,5.2,2.3,11.5,15.2,9.23,8.1,Autumn
2010-04-18,216.0,13.4,295.0,0.0,15.7,20.5,11.6,6.9,13.3,16.0,11.61,8.1,Autumn
2010-04-19,236.0,14.0,398.0,0.6,14.9,19.6,11.7,8.2,14.0,15.9,12.05,8.0,Autumn
2010-04-20,211.0,13.9,400.0,0.6,15.7,19.8,11.2,8.4,13.8,16.1,12.78,8.1,Autumn
2010-04-21,241.0,8.8,234.0,0.0,13.5,20.5,6.9,3.5,12.9,15.7,14.48,8.0,Autumn
2010-04-22,232.0,9.6,232.0,0.0,14.6,17.5,12.4,9.4,13.8,15.9,6.97,8.0,Autumn
2010-04-23,255.0,9.7,217.0,1.5,13.9,18.4,9.5,6.0,14.3,15.9,9.9,8.1,Autumn
2010-04-24,271.0,10.0,314.0,0.5,16.1,21.3,11.3,9.3,15.8,16.1,10.79,8.2,Autumn
2010-04-25,96.0,5.8,159.0,0.0,15.5,21.8,10.7,8.2,15.2,16.4,14.21,8.2,Autumn
2010-04-26,33.0,12.4,371.0,0.0,17.6,20.8,11.7,8.9,16.6,16.7,8.47,8.1,Autumn
2010-04-27,27.0,16.8,504.0,6.1,18.5,20.6,15.0,13.2,18.4,17.4,3.85,8.6,Autumn
2010-04-28,256.0,5.4,125.0,0.7,14.3,19.4,9.1,6.4,13.6,16.5,9.75,9.3,Autumn
2010-04-29,95.0,5.6,141.0,0.0,13.7,20.8,8.7,5.0,12.2,16.1,14.33,9.1,Autumn
2010-04-30,287.0,12.5,286.0,0.0,14.0,21.6,6.1,3.1,13.1,15.5,13.96,8.9,Autumn
2010-05-01,235.0,13.2,370.0,5.2,14.8,17.8,11.6,6.7,14.0,15.8,10.07,9.6,Autumn
2010-05-02,139.0,6.8,207.0,0.0,11.6,17.8,5.3,1.7,9.5,14.6,14.07,9.5,Autumn
2010-05-03,226.0,10.6,233.0,0.0,10.3,16.7,3.6,0.8,10.5,13.7,6.64,9.4,Autumn
2010-05-04,250.0,13.8,317.0,0.0,13.7,18.6,9.8,4.4,11.7,14.3,13.37,9.3,Autumn
2010-05-05,65.0,8.4,279.0,0.0,12.2,17.9,6.4,2.7,10.6,13.8,10.84,9.2,Autumn
2010-05-06,75.0,10.6,252.0,0.0,12.4,17.4,5.5,1.3,10.1,13.6,6.33,9.0,Autumn
2010-05-07,9.0,9.0,265.0,0.0,15.2,17.1,14.2,11.9,10.6,14.2,5.25,8.9,Autumn
2010-05-08,21.0,12.6,438.0,0.0,15.4,16.6,14.4,12.7,12.0,14.3,3.89,8.8,Autumn
2010-05-09,81.0,13.7,496.0,0.6,15.8,17.0,14.5,13.0,14.4,14.9,3.32,8.8,Autumn
2010-05-10,87.0,15.3,628.0,0.0,17.2,19.9,15.1,12.2,13.3,15.2,13.53,8.8,Autumn
2010-05-11,78.0,16.9,670.0,0.2,16.6,18.7,15.2,13.8,15.7,15.5,4.38,8.8,Autumn
2010-05-12,45.0,19.6,707.0,27.4,17.3,18.3,16.3,15.9,18.5,16.3,2.1,11.2,Autumn
2010-05-13,269.0,7.2,182.0,0.0,16.4,21.4,11.5,8.8,15.9,16.4,10.93,13.4,Autumn
2010-05-14,347.0,11.3,332.0,0.0,15.8,20.6,9.7,6.5,14.1,15.8,11.07,12.9,Autumn
2010-05-15,310.0,18.0,329.0,4.2,15.8,19.3,13.3,9.3,14.3,15.7,8.55,13.2,Autumn
2010-05-16,304.0,12.3,330.0,0.0,13.9,19.1,9.2,5.6,12.6,15.1,10.14,13.3,Autumn
2010-05-17,278.0,5.4,180.0,0.0,12.1,18.7,7.1,3.4,12.0,14.4,8.93,13.0,Autumn
2010-05-18,345.0,6.3,121.0,1.6,11.1,17.6,6.6,1.5,11.4,14.1,9.93,13.1,Autumn
2010-05-19,170.0,4.6,123.0,0.0,10.9,18.1,4.9,0.7,11.4,13.6,9.24,13.0,Autumn
2010-05-20,140.0,12.8,295.0,22.0,11.8,15.1,6.6,2.0,13.2,13.4,1.9,14.5,Autumn
2010-05-21,187.0,18.5,480.0,100.0,12.4,14.2,11.0,10.1,13.1,12.9,2.46,20.4,Autumn
2010-05-22,193.0,7.4,244.0,0.0,12.6,17.7,5.7,-0.4,11.6,13.0,12.11,19.3,Autumn
2010-05-23,51.0,11.9,217.0,2.4,11.0,16.5,4.8,-0.6,12.5,12.5,1.74,19.4,Autumn
2010-05-24,348.0,15.9,363.0,36.6,15.2,17.3,11.5,9.0,15.8,14.3,2.62,27.2,Autumn
2010-05-25,287.0,18.8,532.0,2.1,12.7,16.3,10.0,7.2,12.2,13.4,8.95,24.2,Autumn
2010-05-26,261.0,18.8,680.0,13.6,13.6,17.1,11.8,12.6,13.4,13.4,8.55,29.0,Autumn
2010-05-27,274.0,12.8,251.0,13.0,13.6,16.8,12.1,10.6,14.1,13.7,4.75,30.0,Autumn
2010-05-28,273.0,9.6,301.0,22.6,13.4,18.3,8.9,3.6,13.7,14.1,8.24,35.6,Autumn
2010-05-29,266.0,16.3,500.0,1.5,11.7,15.2,8.2,3.7,11.2,13.1,10.29,28.1,Autumn
2010-05-30,250.0,9.0,231.0,0.1,11.4,16.3,6.1,1.1,11.0,12.8,10.98,28.0,Autumn
2010-05-31,75.0,11.3,322.0,2.5,11.2,14.5,6.0,1.5,11.9,12.5,2.75,28.1,Autumn
2010-06-01,69.0,14.4,320.0,36.9,15.1,18.6,12.7,8.5,15.9,13.7,4.58,43.1,Winter
2010-06-02,297.0,8.8,294.0,0.8,14.4,18.2,11.4,8.0,15.0,14.0,7.69,31.8,Winter
2010-06-03,220.0,7.4,179.0,0.8,12.3,16.8,8.4,5.3,12.8,13.7,7.66,32.3,Winter
2010-06-04,181.0,5.6,137.0,0.0,9.7,14.9,5.7,1.8,10.3,12.8,11.56,31.9,Winter
2010-06-05,45.0,15.2,566.0,1.8,14.1,16.2,7.3,6.3,13.0,12.9,4.31,31.8,Winter
2010-06-06,14.0,18.3,603.0,14.8,16.9,18.4,14.5,13.23,16.9,14.3,2.24,40.2,Winter
2010-06-07,296.0,17.5,520.0,13.7,14.3,17.4,9.0,6.8,13.6,14.4,7.33,40.5,Winter
2010-06-08,274.0,11.4,288.0,3.0,10.4,14.8,6.9,3.3,10.5,13.2,6.91,37.5,Winter
2010-06-09,234.0,11.6,245.0,0.1,8.1,13.4,4.4,-0.2,7.8,11.9,10.54,34.2,Winter
2010-06-10,350.0,15.1,371.0,1.0,11.4,15.0,6.5,4.4,10.7,11.9,7.42,33.6,Winter
2010-06-11,242.0,17.3,561.0,9.9,13.4,15.4,11.9,9.6,13.0,12.8,5.58,39.5,Winter
2010-06-12,293.0,15.3,541.0,19.1,13.3,17.1,11.4,9.1,12.5,12.7,8.01,40.3,Winter
2010-06-13,255.0,21.1,480.0,10.6,10.9,13.9,8.8,6.5,10.9,12.4,7.93,43.3,Winter
2010-06-14,252.0,16.9,575.0,4.5,11.4,14.8,8.4,6.2,10.7,11.5,7.98,36.5,Winter
2010-06-15,233.0,15.5,369.0,2.5,10.0,13.3,2.3,1.0,9.6,11.5,7.18,36.4,Winter
2010-06-16,183.0,5.7,135.0,0.0,6.6,14.7,0.4,-0.4,8.4,10.5,9.59,35.0,Winter
2010-06-17,85.0,5.0,120.0,0.0,7.1,14.9,1.9,0.1,9.1,10.2,10.05,34.7,Winter
2010-06-18,31.0,10.8,272.0,2.2,11.5,15.4,4.7,5.4,12.1,10.8,4.16,35.0,Winter
2010-06-19,40.0,16.1,571.0,0.8,14.8,15.8,13.8,11.6,13.6,12.0,2.19,35.6,Winter
2010-06-20,282.0,16.8,514.0,7.7,14.7,17.1,12.2,11.7,15.0,13.1,5.79,39.7,Winter
2010-06-21,271.0,14.4,451.0,1.1,12.9,16.5,8.5,6.6,12.0,12.7,7.87,36.6,Winter
2010-06-22,226.0,11.0,258.0,0.0,9.9,14.0,6.5,5.1,9.9,11.8,8.0,35.8,Winter
2010-06-23,284.0,5.8,159.0,0.0,8.8,14.6,5.0,3.7,10.0,11.4,8.71,35.3,Winter
2010-06-24,122.0,9.8,152.0,1.2,8.3,13.6,3.9,3.2,9.8,10.8,7.41,35.3,Winter
2010-06-25,27.0,7.8,194.0,26.4,10.7,13.8,5.3,3.95,12.4,11.2,4.3,45.4,Winter
2010-06-26,244.0,7.6,206.0,1.7,9.5,13.0,6.1,3.75,11.1,11.1,4.27,40.0,Winter
2010-06-27,266.0,15.4,333.0,1.7,9.8,15.4,5.8,2.42,10.4,10.8,8.97,38.0,Winter
2010-06-28,312.0,9.5,216.0,1.5,10.2,15.1,4.7,1.78,11.3,10.6,4.55,36.9,Winter
2010-06-29,244.0,14.4,444.0,2.6,11.6,15.3,8.4,5.5,11.3,11.3,10.34,37.6,Winter
2010-06-30,271.0,13.0,368.0,6.0,10.8,14.6,7.3,4.0,11.0,11.0,8.24,39.3,Winter
2010-07-01,241.0,8.0,221.0,0.7,9.6,14.3,5.8,3.4,10.4,10.7,8.66,36.9,Winter
2010-07-02,237.0,10.0,252.0,0.0,9.7,15.6,4.4,2.0,10.2,10.5,9.59,36.5,Winter
2010-07-03,222.0,5.2,132.0,0.0,7.9,15.3,1.7,0.6,9.3,10.1,8.68,36.3,Winter
2010-07-04,79.0,22.8,559.0,27.8,10.1,12.5,5.2,2.69,11.5,10.4,1.54,42.5,Winter
2010-07-05,90.0,27.7,622.0,55.3,12.2,13.2,11.3,9.11,12.9,11.6,1.76,53.4,Winter
2010-07-06,189.0,12.6,463.0,4.2,12.8,16.1,11.0,10.7,10.9,11.4,7.23,45.9,Winter
2010-07-07,230.0,16.2,501.0,1.4,12.4,15.0,10.6,8.6,11.1,11.5,9.75,39.3,Winter
2010-07-08,226.0,17.4,494.0,0.0,11.4,14.1,8.0,5.5,9.7,10.9,8.49,37.8,Winter
2010-07-09,186.0,8.1,234.0,0.0,8.0,12.6,3.0,0.6,8.0,10.2,11.16,37.1,Winter
2010-07-10,159.0,6.0,156.0,0.0,5.9,12.1,0.6,-1.5,6.8,9.2,11.86,36.7,Winter
2010-07-11,111.0,5.9,146.0,0.0,5.2,11.0,-0.7,-1.7,7.3,8.4,7.65,36.4,Winter
2010-07-12,125.0,6.2,175.0,0.0,8.9,13.1,5.6,1.9,8.6,8.8,10.9,36.2,Winter
2010-07-13,196.0,8.0,287.0,0.0,9.4,14.0,6.7,2.8,8.2,9.1,11.28,35.9,Winter
2010-07-14,180.0,8.0,227.0,0.0,7.6,13.4,2.0,0.1,7.7,8.9,11.95,35.7,Winter
2010-07-15,277.0,5.9,122.0,0.0,6.4,13.7,0.1,-1.2,8.2,8.5,9.67,35.3,Winter
2010-07-16,54.0,15.6,308.0,14.3,9.7,13.6,5.3,2.24,11.3,9.4,1.94,39.7,Winter
